Entity,Code,Day,people_vaccinated_per_hundred,05-09,10-14,15-17,18-24 ,25-49,50-59,60-69,70-79,80+
Greece,GRC,24-01-2022,74.33,,,,,,,,,
Greece,GRC,25-01-2022,74.37,,,,,,,,,
Greece,GRC,26-01-2022,74.42,,,,,,,,,
Greece,GRC,27-01-2022,74.49,,,,,,,,,
Greece,GRC,28-01-2022,74.58,,,,,,,,,
Greece,GRC,29-01-2022,74.67,,,,,,,,,
Greece,GRC,30-01-2022,74.72,,,,,,,,,
Greece,GRC,31-01-2022,74.79,,,,,,,,,
Greece,GRC,01-02-2022,74.87,,,,,,,,,
Greece,GRC,02-02-2022,74.95,,,,,,,,,
Greece,GRC,03-02-2022,75.01,,,,,,,,,
Greece,GRC,04-02-2022,75.08,,,,,,,,,
Greece,GRC,05-02-2022,75.15,,,,,,,,,
Greece,GRC,06-02-2022,75.16,,,,,,,,,
Greece,GRC,07-02-2022,75.21,,,,,,,,,
Greece,GRC,08-02-2022,75.25,,,,,,,,,
Greece,GRC,09-02-2022,75.29,,,,,,,,,
Greece,GRC,10-02-2022,75.33,,,,,,,,,
Greece,GRC,11-02-2022,75.36,,,,,,,,,
Greece,GRC,12-02-2022,75.4,,,,,,,,,
Greece,GRC,13-02-2022,75.41,,,,,,,,,
Greece,GRC,14-02-2022,75.44,,,,,,,,,
Greece,GRC,15-02-2022,75.47,,,,,,,,,
Greece,GRC,16-02-2022,75.51,,,,,,,,,
Greece,GRC,17-02-2022,75.54,,,,,,,,,
Greece,GRC,18-02-2022,75.57,,,,,,,,,
Greece,GRC,19-02-2022,75.61,,,,,,,,,
Greece,GRC,20-02-2022,75.61,,,,,,,,,
Greece,GRC,21-02-2022,75.63,,,,,,,,,
Greece,GRC,22-02-2022,75.66,,,,,,,,,
Greece,GRC,23-02-2022,75.69,,,,,,,,,
Greece,GRC,24-02-2022,75.7,,,,,,,,,
Greece,GRC,25-02-2022,75.73,,,,,,,,,
Greece,GRC,26-02-2022,75.75,,,,,,,,,
Greece,GRC,27-02-2022,75.76,,,,,,,,,
Greece,GRC,28-02-2022,75.78,,,,,,,,,
Greece,GRC,01-03-2022,75.8,,,,,,,,,
Greece,GRC,02-03-2022,75.82,,,,,,,,,
Greece,GRC,03-03-2022,75.84,,,,,,,,,
Greece,GRC,04-03-2022,75.86,,,,,,,,,
Greece,GRC,05-03-2022,75.88,,,,,,,,,
Greece,GRC,06-03-2022,75.88,,,,,,,,,
Greece,GRC,07-03-2022,75.88,,,,,,,,,
Greece,GRC,08-03-2022,75.9,,,,,,,,,
Greece,GRC,09-03-2022,75.93,,,,,,,,,
Greece,GRC,10-03-2022,75.95,,,,,,,,,
Greece,GRC,11-03-2022,75.96,,,,,,,,,
Greece,GRC,12-03-2022,75.98,,,,,,,,,
Greece,GRC,13-03-2022,75.98,,,,,,,,,
Greece,GRC,14-03-2022,75.99,,,,,,,,,
Greece,GRC,15-03-2022,76,,,,,,,,,
Greece,GRC,16-03-2022,76.02,,,,,,,,,
Greece,GRC,17-03-2022,76.03,,,,,,,,,
Greece,GRC,18-03-2022,76.05,,,,,,,,,
Greece,GRC,19-03-2022,76.06,,,,,,,,,
Greece,GRC,20-03-2022,76.07,,,,,,,,,
Greece,GRC,21-03-2022,76.08,,,,,,,,,
Greece,GRC,22-03-2022,76.09,,,,,,,,,
Greece,GRC,23-03-2022,76.1,,,,,,,,,
Greece,GRC,24-03-2022,76.11,,,,,,,,,
Greece,GRC,25-03-2022,76.11,,,,,,,,,
Greece,GRC,26-03-2022,76.12,,,,,,,,,
Greece,GRC,27-03-2022,76.12,,,,,,,,,
Greece,GRC,28-03-2022,76.13,,,,,,,,,
Greece,GRC,29-03-2022,76.14,,,,,,,,,
Greece,GRC,30-03-2022,76.15,,,,,,,,,
Greece,GRC,31-03-2022,76.16,,,,,,,,,
Greece,GRC,01-04-2022,76.17,,,,,,,,,
Greece,GRC,02-04-2022,76.18,,,,,,,,,
Greece,GRC,03-04-2022,76.18,,,,,,,,,
Greece,GRC,04-04-2022,76.19,,,,,,,,,
Greece,GRC,05-04-2022,76.2,,,,,,,,,
Greece,GRC,06-04-2022,76.2,,,,,,,,,
Greece,GRC,07-04-2022,76.21,,,,,,,,,
Greece,GRC,08-04-2022,76.21,,,,,,,,,
Greece,GRC,09-04-2022,76.22,,,,,,,,,
Greece,GRC,10-04-2022,76.22,,,,,,,,,
Greece,GRC,11-04-2022,76.23,,,,,,,,,
Greece,GRC,12-04-2022,76.23,,,,,,,,,
Greece,GRC,13-04-2022,76.24,,,,,,,,,
Greece,GRC,14-04-2022,76.24,,,,,,,,,
Greece,GRC,15-04-2022,76.25,,,,,,,,,
Greece,GRC,16-04-2022,76.25,,,,,,,,,
Greece,GRC,17-04-2022,76.25,,,,,,,,,
Greece,GRC,18-04-2022,76.25,,,,,,,,,
Greece,GRC,19-04-2022,76.26,,,,,,,,,
Greece,GRC,20-04-2022,76.26,,,,,,,,,
Greece,GRC,21-04-2022,76.26,,,,,,,,,
Greece,GRC,22-04-2022,76.26,,,,,,,,,
Greece,GRC,23-04-2022,76.27,,,,,,,,,
Greece,GRC,24-04-2022,76.27,,,,,,,,,
Greece,GRC,25-04-2022,76.27,,,,,,,,,
Greece,GRC,26-04-2022,76.27,,,,,,,,,
Greece,GRC,27-04-2022,76.27,,,,,,,,,
Greece,GRC,28-04-2022,76.27,,,,,,,,,
Greece,GRC,29-04-2022,76.28,,,,,,,,,
Greece,GRC,30-04-2022,76.28,,,,,,,,,
Greece,GRC,01-05-2022,76.28,,,,,,,,,
Greece,GRC,02-05-2022,76.28,,,,,,,,,
Greece,GRC,03-05-2022,76.28,,,,,,,,,
Greece,GRC,04-05-2022,76.29,,,,,,,,,
Greece,GRC,05-05-2022,76.29,,,,,,,,,
Greece,GRC,06-05-2022,76.29,,,,,,,,,
Greece,GRC,07-05-2022,76.29,,,,,,,,,
Greece,GRC,08-05-2022,76.29,,,,,,,,,
Greece,GRC,09-05-2022,76.29,,,,,,,,,
Greece,GRC,10-05-2022,76.3,,,,,,,,,
Greece,GRC,11-05-2022,76.3,,,,,,,,,
Greece,GRC,12-05-2022,76.3,,,,,,,,,
Greece,GRC,13-05-2022,76.3,,,,,,,,,
Greece,GRC,14-05-2022,76.3,,,,,,,,,
Greece,GRC,15-05-2022,76.3,,,,,,,,,
Greece,GRC,16-05-2022,76.3,,,,,,,,,
Greece,GRC,17-05-2022,76.31,,,,,,,,,
Greece,GRC,18-05-2022,76.31,,,,,,,,,
Greece,GRC,19-05-2022,76.31,,,,,,,,,
Hungary,HUN,18-01-2021,1.35,,,,,,,,,
Hungary,HUN,19-01-2021,1.35,,,,,,,,,
Hungary,HUN,20-01-2021,1.4,,,,,,,,,
Hungary,HUN,21-01-2021,1.44,,,,,,,,,
Hungary,HUN,22-01-2021,1.49,,,,,,,,,
Hungary,HUN,23-01-2021,1.51,,,,,,,,,
Hungary,HUN,24-01-2021,1.52,,,,,,,,,
Hungary,HUN,25-01-2021,1.55,,,,,,,,,
Hungary,HUN,26-01-2021,1.59,,,,,,,,,
Hungary,HUN,27-01-2021,1.67,,,,,,,,,
Hungary,HUN,28-01-2021,1.82,,,,,,,,,
Hungary,HUN,29-01-2021,2.06,,,,,,,,,
Hungary,HUN,30-01-2021,2.3,,,,,,,,,
Hungary,HUN,31-01-2021,2.47,,,,,,,,,
Hungary,HUN,01-02-2021,2.52,,,,,,,,,
Hungary,HUN,02-02-2021,2.57,,,,,,,,,
Hungary,HUN,03-02-2021,2.59,,,,,,,,,
Hungary,HUN,04-02-2021,2.75,,,,,,,,,
Hungary,HUN,05-02-2021,2.9,,,,,,,,,
Hungary,HUN,06-02-2021,2.97,,,,,,,,,
Hungary,HUN,07-02-2021,3,,,,,,,,,
Hungary,HUN,08-02-2021,3.02,,,,,,,,,
Hungary,HUN,09-02-2021,3.04,,,,,,,,,
Hungary,HUN,10-02-2021,3.06,,,,,,,,,
Hungary,HUN,11-02-2021,3.22,,,,,,,,,
Hungary,HUN,12-02-2021,3.43,,,,,,,,,
Hungary,HUN,13-02-2021,3.48,,,,,,,,,
Hungary,HUN,14-02-2021,3.49,,,,,,,,,
Hungary,HUN,15-02-2021,3.55,,,,,,,,,
Hungary,HUN,16-02-2021,3.62,,,,,,,,,
Hungary,HUN,17-02-2021,3.79,,,,,,,,,
Hungary,HUN,18-02-2021,4.07,,,,,,,,,
Hungary,HUN,19-02-2021,4.44,,,,,,,,,
Hungary,HUN,20-02-2021,4.62,,,,,,,,,
Hungary,HUN,21-02-2021,4.71,,,,,,,,,
Hungary,HUN,22-02-2021,4.74,,,,,,,,,
Hungary,HUN,23-02-2021,4.89,,,,,,,,,
Hungary,HUN,24-02-2021,5.27,,,,,,,,,
Hungary,HUN,25-02-2021,5.41,,,,,,,,,
Hungary,HUN,26-02-2021,5.85,,,,,,,,,
Hungary,HUN,27-02-2021,7.03,,,,,,,,,
Hungary,HUN,28-02-2021,7.11,,,,,,,,,
Hungary,HUN,01-03-2021,7.49,,,,,,,,,
Hungary,HUN,02-03-2021,7.87,,,,,,,,,
Hungary,HUN,03-03-2021,8.15,,,,,,,,,
Hungary,HUN,04-03-2021,8.96,,,,,,,,,
Hungary,HUN,05-03-2021,9.86,,,,,,,,,
Hungary,HUN,06-03-2021,10.19,,,,,,,,,
Hungary,HUN,07-03-2021,10.41,,,,,,,,,
Hungary,HUN,08-03-2021,10.87,,,,,,,,,
Hungary,HUN,09-03-2021,11.5,,,,,,,,,
Hungary,HUN,10-03-2021,11.93,,,,,,,,,
Hungary,HUN,11-03-2021,12.77,,,,,,,,,
Hungary,HUN,12-03-2021,13.43,,,,,,,,,
Hungary,HUN,13-03-2021,13.69,,,,,,,,,
Hungary,HUN,14-03-2021,13.85,,,,,,,,,
Hungary,HUN,15-03-2021,13.98,,,,,,,,,
Hungary,HUN,16-03-2021,14.5,,,,,,,,,
Hungary,HUN,17-03-2021,14.96,,,,,,,,,
Hungary,HUN,18-03-2021,15.34,,,,,,,,,
Hungary,HUN,19-03-2021,15.78,,,,,,,,,
Hungary,HUN,20-03-2021,16.23,,,,,,,,,
Hungary,HUN,21-03-2021,16.5,,,,,,,,,
Hungary,HUN,22-03-2021,16.99,,,,,,,,,
Hungary,HUN,23-03-2021,17.61,,,,,,,,,
Hungary,HUN,24-03-2021,18.14,,,,,,,,,
Hungary,HUN,25-03-2021,18.72,,,,,,,,,
Hungary,HUN,26-03-2021,19.42,,,,,,,,,
Hungary,HUN,27-03-2021,19.76,,,,,,,,,
Hungary,HUN,28-03-2021,19.93,,,,,,,,,
Hungary,HUN,30-03-2021,20.87,,,,,,,,,
Hungary,HUN,31-03-2021,21.44,,,,,,,,,
Hungary,HUN,01-04-2021,22.39,,,,,,,,,
Hungary,HUN,02-04-2021,23.21,,,,,,,,,
Hungary,HUN,03-04-2021,24,,,,,,,,,
Hungary,HUN,04-04-2021,24.53,,,,,,,,,
Hungary,HUN,05-04-2021,25.25,,,,,,,,,
Hungary,HUN,06-04-2021,26.33,,,,,,,,,
Hungary,HUN,07-04-2021,27.07,,,,,,,,,
Hungary,HUN,08-04-2021,27.91,,,,,,,,,
Hungary,HUN,09-04-2021,28.66,,,,,,,,,
Hungary,HUN,10-04-2021,29.44,,,,,,,,,
Hungary,HUN,11-04-2021,30.11,,,,,,,,,
Hungary,HUN,12-04-2021,30.82,,,,,,,,,
Hungary,HUN,13-04-2021,31.52,,,,,,,,,
Hungary,HUN,14-04-2021,32.08,,,,,,,,,
Hungary,HUN,17-04-2021,33.76,,,,,,,,,
Hungary,HUN,18-04-2021,33.9,,,,,,,,,
Hungary,HUN,19-04-2021,34.43,,,,,,,,,
Hungary,HUN,20-04-2021,34.91,,,,,,,,,
Hungary,HUN,21-04-2021,35.49,,,,,,,,,
Hungary,HUN,22-04-2021,36.42,,,,,,,,,
Hungary,HUN,23-04-2021,37.13,,,,,,,,,
Hungary,HUN,25-04-2021,37.41,,,,,,,,,
Hungary,HUN,26-04-2021,38.19,,,,,,,,,
Hungary,HUN,27-04-2021,39.18,,,,,,,,,
Hungary,HUN,28-04-2021,40.17,,,,,,,,,
Hungary,HUN,29-04-2021,40.62,,,,,,,,,
Hungary,HUN,30-04-2021,41.76,,,,,,,,,
Hungary,HUN,01-05-2021,42.19,,,,,,,,,
Hungary,HUN,02-05-2021,42.28,,,,,,,,,
Hungary,HUN,03-05-2021,42.55,,,,,,,,,
Hungary,HUN,04-05-2021,42.8,,,,,,,,,
Hungary,HUN,05-05-2021,43.11,,,,,,,,,
Hungary,HUN,06-05-2021,43.64,,,,,,,,,
Hungary,HUN,07-05-2021,44.24,,,,,,,,,
Hungary,HUN,08-05-2021,44.51,,,,,,,,,
Hungary,HUN,09-05-2021,44.69,,,,,,,,,
Hungary,HUN,10-05-2021,45.11,,,,,,,,,
Hungary,HUN,12-05-2021,45.89,,,,,,,,,
Hungary,HUN,13-05-2021,46.54,,,,,,,,,
Hungary,HUN,14-05-2021,47.28,,,,,,,,,
Hungary,HUN,15-05-2021,47.75,,,,,,,,,
Hungary,HUN,16-05-2021,48.15,,,,,,,,,
Hungary,HUN,17-05-2021,48.94,,,,,,,,,
Hungary,HUN,18-05-2021,49.73,,,,,,,,,
Hungary,HUN,19-05-2021,50.13,,,,,,,,,
Hungary,HUN,20-05-2021,50.85,,,,,,,,,
Hungary,HUN,21-05-2021,51.58,,,,,,,,,
Hungary,HUN,22-05-2021,51.96,,,,,,,,,
Hungary,HUN,23-05-2021,52.14,,,,,,,,,
Hungary,HUN,24-05-2021,52.17,,,,,,,,,
Hungary,HUN,25-05-2021,52.32,,,,,,,,,
Hungary,HUN,26-05-2021,52.48,,,,,,,,,
Hungary,HUN,27-05-2021,52.78,,,,,,,,,
Hungary,HUN,28-05-2021,53.15,,,,,,,,,
Hungary,HUN,29-05-2021,53.32,,,,,,,,,
Hungary,HUN,30-05-2021,53.42,,,,,,,,,
Hungary,HUN,31-05-2021,53.73,,,,,,,,,
Hungary,HUN,01-06-2021,54.05,,,,,,,,,
Hungary,HUN,02-06-2021,54.26,,,,,,,,,
Hungary,HUN,03-06-2021,54.38,,,,,,,,,
Hungary,HUN,05-06-2021,54.6,,,,,,,,,
Hungary,HUN,06-06-2021,54.62,,,,,,,,,
Hungary,HUN,07-06-2021,54.79,,,,,,,,,
Hungary,HUN,08-06-2021,54.98,,,,,,,,,
Hungary,HUN,09-06-2021,55.13,,,,,,,,,
Hungary,HUN,10-06-2021,55.27,,,,,,,,,
Hungary,HUN,13-06-2021,55.45,,,,,,,,,
Hungary,HUN,14-06-2021,55.55,,,,,,,,,
Hungary,HUN,15-06-2021,55.67,,,,,,,,,
Hungary,HUN,16-06-2021,55.8,,,,,,,,,
Hungary,HUN,17-06-2021,55.94,,,,,,,,,
Hungary,HUN,20-06-2021,56.17,,,,,,,,,
Hungary,HUN,21-06-2021,56.27,,,,,,,,,
Hungary,HUN,22-06-2021,56.38,,,,,,,,,
Hungary,HUN,23-06-2021,56.52,,,,,,,,,
Hungary,HUN,24-06-2021,56.62,,,,,,,,,
Hungary,HUN,27-06-2021,56.76,,,,,,,,,
Hungary,HUN,28-06-2021,56.85,,,,,,,,,
Hungary,HUN,29-06-2021,56.95,,,,,,,,,
Hungary,HUN,04-07-2021,57.16,,,,,,,,,
Hungary,HUN,05-07-2021,57.23,,,,,,,,,
Hungary,HUN,07-07-2021,57.34,,,,,,,,,
Hungary,HUN,11-07-2021,57.49,,,,,,,,,
Hungary,HUN,12-07-2021,57.54,,,,,,,,,
Hungary,HUN,13-07-2021,57.59,,,,,,,,,
Hungary,HUN,15-07-2021,57.7,,,,,,,,,
Hungary,HUN,18-07-2021,57.81,,,,,,,,,
Hungary,HUN,19-07-2021,57.85,,,,,,,,,
Hungary,HUN,20-07-2021,57.9,,,,,,,,,
Hungary,HUN,26-07-2021,58.14,,,,,,,,,
Hungary,HUN,27-07-2021,58.19,,,,,,,,,
Hungary,HUN,28-07-2021,58.24,,,,,,,,,
Hungary,HUN,29-07-2021,58.31,,,,,,,,,
Hungary,HUN,01-08-2021,58.38,,,,,,,,,
Hungary,HUN,02-08-2021,58.42,,,,,,,,,
Hungary,HUN,03-08-2021,58.46,,,,,,,,,
Hungary,HUN,04-08-2021,58.51,,,,,,,,,
Hungary,HUN,05-08-2021,58.56,,,,,,,,,
Hungary,HUN,08-08-2021,58.64,,,,,,,,,
Hungary,HUN,09-08-2021,58.69,,,,,,,,,
Hungary,HUN,10-08-2021,58.73,,,,,,,,,
Hungary,HUN,11-08-2021,58.79,,,,,,,,,
Hungary,HUN,12-08-2021,58.84,,,,,,,,,
Hungary,HUN,15-08-2021,58.93,,,,,,,,,
Hungary,HUN,16-08-2021,58.97,,,,,,,,,
Hungary,HUN,17-08-2021,59.04,,,,,,,,,
Hungary,HUN,18-08-2021,59.09,,,,,,,,,
Hungary,HUN,22-08-2021,59.16,,,,,,,,,
Hungary,HUN,23-08-2021,59.2,,,,,,,,,
Hungary,HUN,24-08-2021,59.26,,,,,,,,,
Hungary,HUN,25-08-2021,59.33,,,,,,,,,
Hungary,HUN,26-08-2021,59.43,,,,,,,,,
Hungary,HUN,30-08-2021,59.73,,,,,,,,,
Hungary,HUN,31-08-2021,59.91,,,,,,,,,
Hungary,HUN,01-09-2021,60.01,,,,,,,,,
Hungary,HUN,02-09-2021,60.2,,,,,,,,,
Hungary,HUN,05-09-2021,60.38,,,,,,,,,
Hungary,HUN,06-09-2021,60.42,,,,,,,,,
Hungary,HUN,07-09-2021,60.47,,,,,,,,,
Hungary,HUN,08-09-2021,60.52,,,,,,,,,
Hungary,HUN,09-09-2021,60.57,,,,,,,,,
Hungary,HUN,12-09-2021,60.62,,,,,,,,,
Hungary,HUN,13-09-2021,60.65,,,,,,,,,
Hungary,HUN,14-09-2021,60.69,,,,,,,,,
Hungary,HUN,15-09-2021,60.73,,,,,,,,,
Hungary,HUN,16-09-2021,60.77,,,,,,,,,
Hungary,HUN,19-09-2021,60.82,,,,,,,,,
Hungary,HUN,20-09-2021,60.85,,,,,,,,,
Hungary,HUN,21-09-2021,60.89,,,,,,,,,
Hungary,HUN,22-09-2021,60.92,,,,,,,,,
Hungary,HUN,23-09-2021,60.97,,,,,,,,,
Hungary,HUN,26-09-2021,61.02,,,,,,,,,
Hungary,HUN,27-09-2021,61.05,,,,,,,,,
Hungary,HUN,28-09-2021,61.08,,,,,,,,,
Hungary,HUN,29-09-2021,61.11,,,,,,,,,
Hungary,HUN,30-09-2021,61.15,,,,,,,,,
Hungary,HUN,04-10-2021,61.21,,,,,,,,,
Hungary,HUN,05-10-2021,61.24,,,,,,,,,
Hungary,HUN,06-10-2021,61.27,,,,,,,,,
Hungary,HUN,07-10-2021,61.3,,,,,,,,,
Hungary,HUN,10-10-2021,61.34,,,,,,,,,
Hungary,HUN,11-10-2021,61.36,,,,,,,,,
Hungary,HUN,12-10-2021,61.38,,,,,,,,,
Hungary,HUN,13-10-2021,61.41,,,,,,,,,
Hungary,HUN,14-10-2021,61.45,,,,,,,,,
Hungary,HUN,17-10-2021,61.49,,,,,,,,,
Hungary,HUN,18-10-2021,61.51,,,,,,,,,
Hungary,HUN,19-10-2021,61.54,,,,,,,,,
Hungary,HUN,20-10-2021,61.58,,,,,,,,,
Hungary,HUN,21-10-2021,61.61,,,,,,,,,
Hungary,HUN,24-10-2021,61.64,,,,,,,,,
Hungary,HUN,25-10-2021,61.67,,,,,,,,,
Hungary,HUN,26-10-2021,61.7,,,,,,,,,
Hungary,HUN,27-10-2021,61.73,,,,,,,,,
Hungary,HUN,28-10-2021,61.76,,,,,,,,,
Hungary,HUN,31-10-2021,61.81,,,,,,,,,
Hungary,HUN,01-11-2021,61.81,,,,,,,,,
Hungary,HUN,02-11-2021,61.85,,,,,,,,,
Hungary,HUN,03-11-2021,61.89,,,,,,,,,
Hungary,HUN,04-11-2021,61.94,,,,,,,,,
Hungary,HUN,07-11-2021,62.01,,,,,,,,,
Hungary,HUN,08-11-2021,62.05,,,,,,,,,
Hungary,HUN,09-11-2021,62.09,,,,,,,,,
Hungary,HUN,10-11-2021,62.14,,,,,,,,,
Hungary,HUN,11-11-2021,62.2,,,,,,,,,
Hungary,HUN,14-11-2021,62.27,,,,,,,,,
Hungary,HUN,15-11-2021,62.31,,,,,,,,,
Hungary,HUN,16-11-2021,62.36,,,,,,,,,
Hungary,HUN,17-11-2021,62.41,,,,,,,,,
Hungary,HUN,18-11-2021,62.46,,,,,,,,,
Hungary,HUN,21-11-2021,62.53,,,,,,,,,
Hungary,HUN,22-11-2021,62.73,,,,,,,,,
Hungary,HUN,23-11-2021,62.87,,,,,,,,,
Hungary,HUN,24-11-2021,63.03,,,,,,,,,
Hungary,HUN,25-11-2021,63.19,,,,,,,,,
Hungary,HUN,28-11-2021,63.53,,,,,,,,,
Hungary,HUN,29-11-2021,63.59,,,,,,,,,
Hungary,HUN,30-11-2021,63.65,,,,,,,,,
Hungary,HUN,01-12-2021,63.72,,,,,,,,,
Hungary,HUN,02-12-2021,63.79,,,,,,,,,
Hungary,HUN,05-12-2021,63.94,,,,,,,,,
Hungary,HUN,06-12-2021,63.97,,,,,,,,,
Hungary,HUN,07-12-2021,64.01,,,,,,,,,
Hungary,HUN,08-12-2021,64.06,,,,,,,,,
Hungary,HUN,09-12-2021,64.11,,,,,,,,,
Hungary,HUN,12-12-2021,64.26,,,,,,,,,
Hungary,HUN,13-12-2021,64.27,,,,,,,,,
Hungary,HUN,14-12-2021,64.29,,,,,,,,,
Hungary,HUN,15-12-2021,64.35,,,,,,,,,
Hungary,HUN,16-12-2021,64.44,,,,,,,,,
Hungary,HUN,19-12-2021,64.63,,,,,,,,,
Hungary,HUN,20-12-2021,64.69,,,,,,,,,
Hungary,HUN,21-12-2021,64.76,,,,,,,,,
Hungary,HUN,22-12-2021,64.83,,,,,,,,,
Hungary,HUN,27-12-2021,64.9,,,,,,,,,
Hungary,HUN,28-12-2021,64.95,,,,,,,,,
Hungary,HUN,29-12-2021,65.01,,,,,,,,,
Hungary,HUN,30-12-2021,65.04,,,,,,,,,
Hungary,HUN,02-01-2022,65.04,,,,,,,,,
Hungary,HUN,03-01-2022,65.06,,,,,,,,,
Hungary,HUN,04-01-2022,65.08,,,,,,,,,
Hungary,HUN,05-01-2022,65.11,,,,,,,,,
Hungary,HUN,06-01-2022,65.17,,,,,,,,,
Hungary,HUN,09-01-2022,65.32,,,,,,,,,
Hungary,HUN,10-01-2022,65.34,,,,,,,,,
Hungary,HUN,11-01-2022,65.36,,,,,,,,,
Hungary,HUN,12-01-2022,65.39,,,,,,,,,
Hungary,HUN,13-01-2022,65.44,,,,,,,,,
Hungary,HUN,16-01-2022,65.59,,,,,,,,,
Hungary,HUN,17-01-2022,65.61,,,,,,,,,
Hungary,HUN,18-01-2022,65.63,,,,,,,,,
Hungary,HUN,19-01-2022,65.65,,,,,,,,,
Hungary,HUN,20-01-2022,65.7,,,,,,,,,
Hungary,HUN,23-01-2022,65.83,,,,,,,,,
Hungary,HUN,24-01-2022,65.85,,,,,,,,,
Hungary,HUN,25-01-2022,65.87,,,,,,,,,
Hungary,HUN,26-01-2022,65.88,,,,,,,,,
Hungary,HUN,27-01-2022,65.93,,,,,,,,,
Hungary,HUN,30-01-2022,66.05,,,,,,,,,
Hungary,HUN,31-01-2022,66.06,,,,,,,,,
Hungary,HUN,01-02-2022,66.07,,,,,,,,,
Hungary,HUN,02-02-2022,66.08,,,,,,,,,
Hungary,HUN,03-02-2022,66.11,,,,,,,,,
Hungary,HUN,06-02-2022,66.16,,,,,,,,,
Hungary,HUN,07-02-2022,66.17,,,,,,,,,
Hungary,HUN,08-02-2022,66.18,,,,,,,,,
Hungary,HUN,09-02-2022,66.19,,,,,,,,,
Hungary,HUN,10-02-2022,66.21,,,,,,,,,
Hungary,HUN,14-02-2022,66.26,,,,,,,,,
Hungary,HUN,15-02-2022,66.27,,,,,,,,,
Hungary,HUN,16-02-2022,66.27,,,,,,,,,
Hungary,HUN,17-02-2022,66.29,,,,,,,,,
Hungary,HUN,20-02-2022,66.32,,,,,,,,,
Hungary,HUN,21-02-2022,66.32,,,,,,,,,
Hungary,HUN,22-02-2022,66.33,,,,,,,,,
Hungary,HUN,23-02-2022,66.33,,,,,,,,,
Hungary,HUN,24-02-2022,66.35,,,,,,,,,
Hungary,HUN,27-02-2022,66.37,,,,,,,,,
Hungary,HUN,28-02-2022,66.38,,,,,,,,,
Hungary,HUN,01-03-2022,66.38,,,,,,,,,
Hungary,HUN,02-03-2022,66.38,,,,,,,,,
Hungary,HUN,03-03-2022,66.39,,,,,,,,,
Hungary,HUN,06-03-2022,66.4,,,,,,,,,
Hungary,HUN,07-03-2022,66.41,,,,,,,,,
Hungary,HUN,08-03-2022,66.41,,,,,,,,,
Hungary,HUN,09-03-2022,66.41,,,,,,,,,
Hungary,HUN,10-03-2022,66.42,,,,,,,,,
Hungary,HUN,15-03-2022,66.42,,,,,,,,,
Hungary,HUN,16-03-2022,66.43,,,,,,,,,
Hungary,HUN,17-03-2022,66.43,,,,,,,,,
Hungary,HUN,20-03-2022,66.44,,,,,,,,,
Hungary,HUN,21-03-2022,66.44,,,,,,,,,
Hungary,HUN,22-03-2022,66.44,,,,,,,,,
Hungary,HUN,23-03-2022,66.44,,,,,,,,,
Hungary,HUN,24-03-2022,66.44,,,,,,,,,
Hungary,HUN,27-03-2022,66.45,,,,,,,,,
Hungary,HUN,28-03-2022,66.45,,,,,,,,,
Hungary,HUN,29-03-2022,66.45,,,,,,,,,
Hungary,HUN,30-03-2022,66.45,,,,,,,,,
Hungary,HUN,31-03-2022,66.46,,,,,,,,,
Hungary,HUN,04-04-2022,66.47,,,,,,,,,
Hungary,HUN,05-04-2022,66.47,,,,,,,,,
Hungary,HUN,06-04-2022,66.47,,,,,,,,,
Hungary,HUN,07-04-2022,66.47,,,,,,,,,
Hungary,HUN,10-04-2022,66.48,,,,,,,,,
Hungary,HUN,11-04-2022,66.48,,,,,,,,,
Hungary,HUN,12-04-2022,66.48,,,,,,,,,
Hungary,HUN,13-04-2022,66.48,,,,,,,,,
Hungary,HUN,18-04-2022,66.48,,,,,,,,,
Hungary,HUN,19-04-2022,66.48,,,,,,,,,
Hungary,HUN,20-04-2022,66.49,,,,,,,,,
Hungary,HUN,21-04-2022,66.49,,,,,,,,,
Hungary,HUN,24-04-2022,66.49,,,,,,,,,
Hungary,HUN,25-04-2022,66.49,,,,,,,,,
Hungary,HUN,26-04-2022,66.5,,,,,,,,,
Hungary,HUN,27-04-2022,66.5,,,,,,,,,
Hungary,HUN,28-04-2022,66.5,,,,,,,,,
Hungary,HUN,01-05-2022,66.5,,,,,,,,,
Hungary,HUN,10-05-2022,66.51,,,,,,,,,
Hungary,HUN,17-05-2022,66.52,,,,,,,,,
Iceland,ISL,30-12-2020,1.32,,,,,,,,,
Iceland,ISL,20-01-2021,1.55,,,,,,,,,
Iceland,ISL,25-01-2021,2.83,,,,,,,,,
Iceland,ISL,27-01-2021,2.9,,,,,,,,,
Iceland,ISL,03-02-2021,3.28,,,,,,,,,
Iceland,ISL,05-02-2021,3.43,,,,,,,,,
Iceland,ISL,08-02-2021,3.47,,,,,,,,,
Iceland,ISL,12-02-2021,3.82,,,,,,,,,
Iceland,ISL,15-02-2021,3.82,,,,,,,,,
Iceland,ISL,16-02-2021,3.82,,,,,,,,,
Iceland,ISL,17-02-2021,3.85,,,,,,,,,
Iceland,ISL,18-02-2021,4.12,,,,,,,,,
Iceland,ISL,19-02-2021,4.24,,,,,,,,,
Iceland,ISL,22-02-2021,4.67,,,,,,,,,
Iceland,ISL,23-02-2021,4.71,,,,,,,,,
Iceland,ISL,25-02-2021,5.17,,,,,,,,,
